date	Elev	Mid	Lower	NoPwr	 Jul_2026 	 Aug_2026_6MAF 
20131031	3590.9	3575	3525	3490	 - 	 - 
20131130	3587.9	3575	3525	3490	 - 	 - 
20131231	3584.4	3575	3525	3490	 - 	 - 
20140131	3578.7	3575	3525	3490	 - 	 - 
20140228	3575.6	3575	3525	3490	 - 	 - 
20140331	3574.8	3575	3525	3490	 - 	 - 
20140430	3577.6	3575	3525	3490	 - 	 - 
20140531	3589.4	3575	3525	3490	 - 	 - 
20140630	3609.2	3575	3525	3490	 - 	 - 
20140731	3608.1	3575	3525	3490	 - 	 - 
20140831	3605.8	3575	3525	3490	 - 	 - 
20140930	3605.5	3575	3525	3490	 - 	 - 
20141031	3605.6	3575	3525	3490	 - 	 - 
20141130	3601.9	3575	3525	3490	 - 	 - 
20141231	3597.8	3575	3525	3490	 - 	 - 
20150131	3593.6	3575	3525	3490	 - 	 - 
20150228	3592.2	3575	3525	3490	 - 	 - 
20150331	3591	3575	3525	3490	 - 	 - 
20150430	3590.2	3575	3525	3490	 - 	 - 
20150531	3597.3	3575	3525	3490	 - 	 - 
20150630	3613.5	3575	3525	3490	 - 	 - 
20150731	3612.6	3575	3525	3490	 - 	 - 
20150831	3609.1	3575	3525	3490	 - 	 - 
20150930	3606	3575	3525	3490	 - 	 - 
20151031	3606.4	3575	3525	3490	 - 	 - 
20151130	3605.5	3575	3525	3490	 - 	 - 
20151231	3600.8	3575	3525	3490	 - 	 - 
20160131	3596.6	3575	3525	3490	 - 	 - 
20160229	3594.4	3575	3525	3490	 - 	 - 
20160331	3592.2	3575	3525	3490	 - 	 - 
20160430	3592.1	3575	3525	3490	 - 	 - 
20160531	3603.9	3575	3525	3490	 - 	 - 
20160630	3620	3575	3525	3490	 - 	 - 
20160731	3618.2	3575	3525	3490	 - 	 - 
20160831	3613.6	3575	3525	3490	 - 	 - 
20160930	3610.9	3575	3525	3490	 - 	 - 
20161031	3609.5	3575	3525	3490	 - 	 - 
20161130	3605.8	3575	3525	3490	 - 	 - 
20161231	3600.5	3575	3525	3490	 - 	 - 
20170131	3595.9	3575	3525	3490	 - 	 - 
20170228	3594.3	3575	3525	3490	 - 	 - 
20170331	3595.9	3575	3525	3490	 - 	 - 
20170430	3604.1	3575	3525	3490	 - 	 - 
20170531	3619.1	3575	3525	3490	 - 	 - 
20170630	3634.9	3575	3525	3490	 - 	 - 
20170731	3634.7	3575	3525	3490	 - 	 - 
20170831	3630.9	3575	3525	3490	 - 	 - 
20170930	3628.3	3575	3525	3490	 - 	 - 
20171031	3627.1	3575	3525	3490	 - 	 - 
20171130	3625.3	3575	3525	3490	 - 	 - 
20171231	3622.9	3575	3525	3490	 - 	 - 
20180131	3619.1	3575	3525	3490	 - 	 - 
20180228	3616	3575	3525	3490	 - 	 - 
20180331	3612.2	3575	3525	3490	 - 	 - 
20180430	3609.4	3575	3525	3490	 - 	 - 
20180531	3611.5	3575	3525	3490	 - 	 - 
20180630	3610	3575	3525	3490	 - 	 - 
20180731	3603.8	3575	3525	3490	 - 	 - 
20180831	3597.1	3575	3525	3490	 - 	 - 
20180930	3592.3	3575	3525	3490	 - 	 - 
20181031	3590.5	3575	3525	3490	 - 	 - 
20181130	3586.5	3575	3525	3490	 - 	 - 
20181231	3581.9	3575	3525	3490	 - 	 - 
20190131	3576.3	3575	3525	3490	 - 	 - 
20190228	3571.9	3575	3525	3490	 - 	 - 
20190331	3569.3	3575	3525	3490	 - 	 - 
20190430	3571.1	3575	3525	3490	 - 	 - 
20190531	3584.7	3575	3525	3490	 - 	 - 
20190630	3611.8	3575	3525	3490	 - 	 - 
20190731	3621.6	3575	3525	3490	 - 	 - 
20190831	3618.6	3575	3525	3490	 - 	 - 
20190930	3615.4	3575	3525	3490	 - 	 - 
20191031	3613	3575	3525	3490	 - 	 - 
20191130	3611.2	3575	3525	3490	 - 	 - 
20191231	3608.7	3575	3525	3490	 - 	 - 
20200131	3605.5	3575	3525	3490	 - 	 - 
20200229	3602.7	3575	3525	3490	 - 	 - 
20200331	3600.7	3575	3525	3490	 - 	 - 
20200430	3599.3	3575	3525	3490	 - 	 - 
20200531	3605.1	3575	3525	3490	 - 	 - 
20200630	3610.6	3575	3525	3490	 - 	 - 
20200731	3606.3	3575	3525	3490	 - 	 - 
20200831	3599.7	3575	3525	3490	 - 	 - 
20200930	3596	3575	3525	3490	 - 	 - 
20201031	3591.7	3575	3525	3490	 - 	 - 
20201130	3587.7	3575	3525	3490	 - 	 - 
20201231	3582.2	3575	3525	3490	 - 	 - 
20210131	3576.5	3575	3525	3490	 - 	 - 
20210228	3571.5	3575	3525	3490	 - 	 - 
20210331	3566.7	3575	3525	3490	 - 	 - 
20210430	3562.4	3575	3525	3490	 - 	 - 
20210531	3560.6	3575	3525	3490	 - 	 - 
20210630	3560.1	3575	3525	3490	 - 	 - 
20210731	3553.9	3575	3525	3490	 - 	 - 
20210831	3549	3575	3525	3490	 - 	 - 
20210930	3545.4	3575	3525	3490	 - 	 - 
20211031	3544.3	3575	3525	3490	 - 	 - 
20211130	3541.8	3575	3525	3490	 - 	 - 
20211231	3537.3	3575	3525	3490	 - 	 - 
20220131	3531.5	3575	3525	3490	 - 	 - 
20220228	3527	3575	3525	3490	 - 	 - 
20220331	3523.1	3575	3525	3490	 - 	 - 
20220430	3522.8	3575	3525	3490	 - 	 - 
20220531	3531.7	3575	3525	3490	 - 	 - 
20220630	3539.8	3575	3525	3490	 - 	 - 
20220731	3536.2	3575	3525	3490	 - 	 - 
20220831	3531.7	3575	3525	3490	 - 	 - 
20220930	3529.3	3575	3525	3490	 - 	 - 
20221031	3529.9	3575	3525	3490	 - 	 - 
20221130	3528	3575	3525	3490	 - 	 - 
20221231	3524.8	3575	3525	3490	 - 	 - 
20230131	3523.5	3575	3525	3490	 - 	 - 
20230228	3521	3575	3525	3490	 - 	 - 
20230331	3522	3575	3525	3490	 - 	 - 
20230430	3525	3575	3525	3490	 - 	 - 
20230531	3561.4	3575	3525	3490	 - 	 - 
20230630	3583.5	3575	3525	3490	 - 	 - 
20230731	3580.4	3575	3525	3490	 - 	 - 
20230831	3574.7	3575	3525	3490	 - 	 - 
20230930	3573.6	3575	3525	3490	 - 	 - 
20231031	3572.7	3575	3525	3490	 - 	 - 
20231130	3571.4	3575	3525	3490	 - 	 - 
20231231	3569	3575	3525	3490	 - 	 - 
20240131	3564.9	3575	3525	3490	 - 	 - 
20240229	3562.08	3575	3525	3490	 - 	 - 
20240331	3559.02	3575	3525	3490	 - 	 - 
20240430	3559.82	3575	3525	3490	 - 	 - 
20240531	3568.69	3575	3525	3490	 - 	 - 
20240630	3585.6	3575	3525	3490	 - 	 - 
20240731	3584.61	3575	3525	3490	 - 	 - 
20240831	3581.01	3575	3525	3490	 - 	 - 
20240930	3578.08	3575	3525	3490	 - 	 - 
20241031	3576.88	3575	3525	3490	 - 	 - 
20241130	3575.23	3575	3525	3490	 - 	 - 
20241231	3571.99	3575	3525	3490	 - 	 - 
20250131	3566.75	3575	3525	3490	 - 	 - 
20250228	3562.75	3575	3525	3490	 - 	 - 
20250331	3559.3	3575	3525	3490	 - 	 - 
20250430	3557.9	3575	3525	3490	 - 	 - 
20250531	3558.98	3575	3525	3490	 - 	 - 
20250630	3561.3	3575	3525	3490	 - 	 - 
20250731	3555.36	3575	3525	3490	 - 	 - 
20250831	3548.18	3575	3525	3490	 - 	 - 
20250930	3544.69	3575	3525	3490	 - 	 - 
20251031	3545.46	3575	3525	3490	 - 	 - 
20251130	3543.26	3575	3525	3490	 - 	 - 
20251231	3540.31	3575	3525	3490	 - 	 - 
20260131	3535.02	3575	3525	3490	 - 	 - 
20260228	3531	3575	3525	3490	 - 	 - 
20260331	3527.99	3575	3525	3490	 - 	 - 
20260430	3526.29	3575	3525	3490	 - 	 - 
20260531	3527.96	3575	3525	3490	 - 	 - 
20260630	3525.91	3575	3525	3490	 3,525.9 	 - 
20260731	3522.27	3575	3525	3490	 3,522.3 	 3,522.27 
20260831	-	3575	3525	3490	 3,519.0 	 3,518.60 
20260930	-	3575	3525	3490	 3,516.2 	 3,515.89 
20261031	-	3575	3525	3490	 3,514.8 	 3,515.80 
20261130	-	3575	3525	3490	 3,512.5 	 3,515.28 
20261231	-	3575	3525	3490	 3,507.7 	 3,513.96 
20270131	-	3575	3525	3490	 3,501.3 	 3,512.53 
20270228	-	3575	3525	3490	 3,496.2 	 3,511.70 
20270331	-	3575	3525	3490	 3,491.9 	 3,511.80 
20270430	-	3575	3525	3490	 3,491.8 	 3,514.05 
20270531	-	3575	3525	3490	 3,508.0 	 3,527.82 
20270630	-	3575	3525	3490	 3,524.6 	 3,542.29 
20270731	-	3575	3525	3490	 3,524.1 	 3,541.18 
20270831	-	3575	3525	3490	 3,519.1 	 3,535.80 
20270930	-	3575	3525	3490	 3,516.8 	 3,533.24 
20271031	-	3575	3525	3490	 3,516.0 	 3,532.59 
20271130	-	3575	3525	3490	 3,514.6 	 3,531.23 
20271231	-	3575	3525	3490	 3,510.7 	 3,527.71 
20280131	-	3575	3525	3490	 3,503.0 	 3,523.03 
20280228	-	3575	3525	3490	 3,498.4 	 3,520.06 
20280331	-	3575	3525	3490	 3,494.0 	 3,518.60 
20280430	-	3575	3525	3490	 3,495.3 	 3,521.90 
20280531	-	3575	3525	3490	 3,512.3 	 3,539.10 
20280630	-	3575	3525	3490	 3,533.4 	 3,558.78 
20280731	-	3575	3525	3490	 3,533.4 	 3,558.57 
